CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
801048483.0,Existing Customer,34,M,3,Uneducated,Divorced,$120K +,Blue,28.0,4.0,3.0,3.0,9180.0,1814.0,7366.0,0.628,2646.0,49.0,0.633,0.198,0.00032275,0.99968
711913833.0,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,36.0,4.0,2.0,4.0,8818.0,1437.0,7381.0,0.649,1865.0,31.0,0.938,0.163,0.00033886,0.99966
715413483.0,Existing Customer,44,F,3,Graduate,Single,Less than $40K,Blue,36.0,5.0,1.0,3.0,4066.0,1028.0,3038.0,0.972,3888.0,77.0,0.604,0.253,9.6126e-05,0.9999
715750758.0,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,36.0,6.0,1.0,1.0,9031.0,1535.0,7496.0,0.69,1602.0,35.0,0.591,0.17,3.2055e-05,0.99997
714062958.0,Existing Customer,36,M,4,Unknown,Single,$40K - $60K,Blue,36.0,6.0,1.0,2.0,9887.0,994.0,8893.0,0.488,2552.0,64.0,0.455,0.101,6.3492e-05,0.99994
718423533.0,Existing Customer,57,M,3,College,Unknown,$60K - $80K,Blue,50.0,6.0,3.0,4.0,16791.0,1181.0,15610.0,0.55,2983.0,74.0,0.682,0.07,0.00052057,0.99948
720431433.0,Existing Customer,62,M,1,Graduate,Married,Unknown,Blue,36.0,5.0,2.0,2.0,3198.0,2308.0,890.0,0.724,1402.0,35.0,0.842,0.722,0.00010684,0.99989
710567508.0,Existing Customer,53,M,3,High School,Married,$80K - $120K,Blue,44.0,4.0,2.0,3.0,23462.0,2202.0,21260.0,0.571,1387.0,33.0,0.65,0.094,0.00019311,0.99981
719427333.0,Existing Customer,55,M,3,College,Married,$60K - $80K,Blue,36.0,5.0,4.0,4.0,2252.0,1737.0,515.0,0.685,1291.0,27.0,0.5,0.771,0.00062907,0.99937
714765408.0,Existing Customer,26,F,1,Unknown,Single,Less than $40K,Blue,36.0,4.0,3.0,3.0,2557.0,1990.0,567.0,0.575,2266.0,57.0,0.357,0.778,0.00031211,0.99969
809290308.0,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,26.0,3.0,1.0,1.0,3540.0,1173.0,2367.0,1.106,1912.0,45.0,0.667,0.331,2.8501e-05,0.99997
779598183.0,Existing Customer,53,M,3,Unknown,Single,$60K - $80K,Blue,42.0,6.0,1.0,2.0,22938.0,1700.0,21238.0,0.636,3428.0,54.0,0.5,0.074,6.282e-05,0.99994
779783508.0,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,34.0,5.0,1.0,3.0,13129.0,901.0,12228.0,0.825,2564.0,56.0,0.474,0.069,9.2637e-05,0.99991
715533108.0,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,20.0,4.0,3.0,4.0,4712.0,955.0,3757.0,0.855,2568.0,62.0,0.59,0.203,0.00045531,0.99954
714816258.0,Existing Customer,37,M,2,Graduate,Single,$60K - $80K,Blue,36.0,4.0,2.0,2.0,7638.0,947.0,6691.0,0.682,2336.0,58.0,0.611,0.124,0.00011382,0.99989
787573683.0,Existing Customer,41,M,3,Post-Graduate,Married,$60K - $80K,Blue,34.0,4.0,2.0,2.0,2624.0,1319.0,1305.0,0.768,4189.0,74.0,0.609,0.503,0.00013897,0.99986
719078283.0,Existing Customer,57,F,4,High School,Married,Less than $40K,Blue,47.0,5.0,3.0,4.0,3191.0,2517.0,674.0,0.719,1501.0,35.0,0.591,0.789,0.00052608,0.99947
708620283.0,Existing Customer,35,M,1,Unknown,Single,$60K - $80K,Blue,25.0,6.0,3.0,2.0,6053.0,2001.0,4052.0,0.743,2208.0,59.0,0.595,0.331,0.00018558,0.99981
770985633.0,Existing Customer,39,M,2,Unknown,Married,$40K - $60K,Blue,26.0,6.0,1.0,2.0,5510.0,2027.0,3483.0,0.898,1980.0,42.0,0.68,0.368,6.054e-05,0.99994
780094008.0,Existing Customer,55,M,3,Doctorate,Married,$120K +,Blue,40.0,4.0,3.0,1.0,12875.0,1119.0,11756.0,0.401,1624.0,40.0,0.429,0.087,0.00016289,0.99984
716420358.0,Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,36.0,5.0,2.0,4.0,2602.0,1490.0,1112.0,0.66,3151.0,78.0,0.66,0.573,0.00031746,0.99968
825756333.0,Existing Customer,55,F,0,Uneducated,Married,Less than $40K,Blue,51.0,4.0,3.0,1.0,2041.0,1885.0,156.0,0.587,2118.0,48.0,0.778,0.924,9.5711e-05,0.9999
755273658.0,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,45.0,3.0,3.0,3.0,2548.0,1683.0,865.0,0.75,2055.0,54.0,0.636,0.661,0.00030251,0.9997
709096908.0,Existing Customer,57,M,2,Graduate,Married,$120K +,Blue,49.0,6.0,3.0,1.0,4698.0,984.0,3714.0,0.373,1865.0,35.0,0.458,0.209,0.00010848,0.99989
714840858.0,Existing Customer,40,F,3,High School,Unknown,Less than $40K,Blue,31.0,5.0,2.0,4.0,2222.0,1551.0,671.0,0.932,3302.0,65.0,0.585,0.698,0.00032942,0.99967
721205508.0,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,36.0,3.0,3.0,4.0,8217.0,0.0,8217.0,0.678,1848.0,56.0,0.514,0.0,0.00052608,0.99947
786493908.0,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Silver,36.0,4.0,3.0,3.0,10091.0,0.0,10091.0,1.121,3347.0,64.0,0.778,0.0,0.00029475,0.99971
751469808.0,Existing Customer,36,M,3,Graduate,Married,$120K +,Blue,29.0,5.0,2.0,4.0,12852.0,1945.0,10907.0,0.659,1606.0,33.0,0.941,0.151,0.00033886,0.99966
716207508.0,Existing Customer,36,M,3,High School,Married,$60K - $80K,Blue,36.0,5.0,2.0,4.0,5497.0,1517.0,3980.0,0.624,1981.0,38.0,0.357,0.276,0.00032942,0.99967
768965208.0,Existing Customer,51,F,1,Graduate,Married,$40K - $60K,Blue,45.0,5.0,2.0,2.0,6778.0,865.0,5913.0,0.992,3158.0,71.0,0.775,0.128,0.00010684,0.99989
712112733.0,Existing Customer,33,M,2,Doctorate,Single,$40K - $60K,Blue,25.0,5.0,2.0,2.0,9371.0,1541.0,7830.0,0.781,2518.0,67.0,0.971,0.164,0.00016471,0.99984
712298883.0,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,38.0,3.0,3.0,1.0,1438.3,663.0,775.3,0.384,2987.0,73.0,0.622,0.461,0.00010943,0.99989
719089383.0,Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,29.0,3.0,2.0,1.0,6168.0,2371.0,3797.0,0.668,4303.0,80.0,0.509,0.384,6.6728e-05,0.99993
710039208.0,Existing Customer,57,F,3,Unknown,Single,Unknown,Blue,40.0,3.0,3.0,1.0,2111.0,966.0,1145.0,0.923,3871.0,87.0,0.706,0.458,0.00012373,0.99988
780237033.0,Existing Customer,63,F,1,Unknown,Married,$40K - $60K,Blue,49.0,3.0,1.0,3.0,3141.0,1819.0,1322.0,0.497,1539.0,35.0,0.522,0.579,9.5577e-05,0.9999
708593883.0,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,26.0,3.0,1.0,4.0,2731.0,1573.0,1158.0,0.943,1813.0,38.0,0.727,0.576,0.00015365,0.99985
710241858.0,Existing Customer,39,F,4,Unknown,Married,Less than $40K,Blue,31.0,6.0,1.0,4.0,2890.0,0.0,2890.0,0.545,2040.0,36.0,0.44,0.0,0.00018218,0.99982
717399183.0,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,26.0,6.0,3.0,1.0,8058.0,1176.0,6882.0,1.164,2774.0,52.0,0.625,0.146,0.00010182,0.9999
817925058.0,Existing Customer,50,F,2,Uneducated,Married,Unknown,Blue,45.0,6.0,1.0,4.0,5660.0,2401.0,3259.0,0.779,1932.0,35.0,0.346,0.424,0.00016249,0.99984
715043508.0,Existing Customer,38,M,2,Graduate,Unknown,$40K - $60K,Blue,36.0,4.0,3.0,4.0,9515.0,0.0,9515.0,0.79,4642.0,61.0,0.605,0.0,0.000516,0.99948
716610558.0,Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,36.0,3.0,3.0,3.0,10962.0,1559.0,9403.0,0.708,2724.0,71.0,0.651,0.142,0.00025237,0.99975
790225758.0,Existing Customer,41,M,2,College,Single,$80K - $120K,Blue,35.0,6.0,3.0,3.0,2647.0,620.0,2027.0,0.664,2262.0,47.0,0.424,0.234,0.00029411,0.99971
713879283.0,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,47.0,3.0,1.0,2.0,4580.0,1300.0,3280.0,0.519,1694.0,34.0,0.7,0.284,5.5077e-05,0.99994
708664008.0,Existing Customer,57,M,3,College,Married,$80K - $120K,Blue,45.0,6.0,3.0,4.0,14270.0,0.0,14270.0,0.398,1222.0,37.0,0.423,0.0,0.00052057,0.99948
770781558.0,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,21.0,5.0,1.0,2.0,3230.0,2517.0,713.0,0.677,1914.0,31.0,0.348,0.779,5.5077e-05,0.99994
721378008.0,Existing Customer,31,M,0,Uneducated,Divorced,$40K - $60K,Blue,21.0,6.0,2.0,2.0,2621.0,1461.0,1160.0,0.775,2718.0,71.0,0.775,0.557,0.00010043,0.9999
794551383.0,Existing Customer,50,F,3,College,Single,Less than $40K,Blue,32.0,5.0,3.0,4.0,4419.0,1218.0,3201.0,0.879,4535.0,75.0,0.562,0.276,0.00052057,0.99948
820981383.0,Existing Customer,44,F,4,High School,Divorced,Less than $40K,Blue,39.0,5.0,1.0,4.0,9235.0,1796.0,7439.0,0.958,1739.0,42.0,0.448,0.194,0.00016112,0.99984
767311008.0,Existing Customer,41,M,1,Graduate,Divorced,$80K - $120K,Blue,35.0,6.0,2.0,3.0,19412.0,770.0,18642.0,0.755,1576.0,41.0,0.952,0.04,0.00017969,0.99982
716624133.0,Existing Customer,56,M,1,Unknown,Married,$80K - $120K,Blue,36.0,6.0,1.0,3.0,12786.0,1880.0,10906.0,0.702,1205.0,19.0,0.462,0.147,9.5577e-05,0.9999
712727283.0,Existing Customer,55,M,1,Graduate,Married,$60K - $80K,Blue,36.0,4.0,2.0,3.0,4666.0,1275.0,3391.0,0.397,1281.0,28.0,0.75,0.273,0.00017969,0.99982
716059608.0,Existing Customer,48,F,4,College,Single,Less than $40K,Blue,38.0,4.0,3.0,3.0,4894.0,1505.0,3389.0,0.78,3277.0,67.0,0.558,0.308,0.00030845,0.99969
720013083.0,Existing Customer,30,F,0,Post-Graduate,Single,Less than $40K,Blue,18.0,6.0,3.0,2.0,2132.0,797.0,1335.0,0.779,3265.0,74.0,0.574,0.374,0.00018162,0.99982
710540883.0,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,24.0,5.0,3.0,2.0,6590.0,0.0,6590.0,0.714,2449.0,67.0,0.634,0.0,0.00018145,0.99982
709212183.0,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,36.0,6.0,1.0,3.0,3176.0,1470.0,1706.0,0.388,1634.0,53.0,0.472,0.463,9.2637e-05,0.99991
713424108.0,Existing Customer,37,M,1,Graduate,Single,$60K - $80K,Blue,27.0,4.0,1.0,3.0,4288.0,2349.0,1939.0,0.718,2591.0,57.0,0.541,0.548,8.6952e-05,0.99991
815001108.0,Existing Customer,48,M,2,Doctorate,Single,Less than $40K,Blue,43.0,3.0,3.0,2.0,5945.0,1685.0,4260.0,0.9,3598.0,67.0,0.718,0.283,0.00026028,0.99974
717310458.0,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,27.0,3.0,3.0,2.0,5780.0,938.0,4842.0,0.988,2960.0,65.0,0.757,0.162,0.00018665,0.99981
789158433.0,Existing Customer,49,F,2,High School,Unknown,$40K - $60K,Blue,38.0,4.0,1.0,2.0,2497.0,1674.0,823.0,0.701,2922.0,53.0,0.963,0.67,5.3542e-05,0.99995
709916058.0,Existing Customer,58,M,1,Unknown,Married,$60K - $80K,Blue,36.0,3.0,1.0,3.0,2347.0,2163.0,184.0,0.615,1631.0,40.0,0.29,0.922,9.5577e-05,0.9999
789804933.0,Existing Customer,29,F,2,Uneducated,Single,Unknown,Blue,18.0,4.0,1.0,2.0,23125.0,1236.0,21889.0,0.995,2536.0,69.0,0.865,0.053,5.663e-05,0.99994
719804208.0,Existing Customer,36,M,2,Graduate,Married,$40K - $60K,Blue,28.0,5.0,1.0,3.0,6824.0,1873.0,4951.0,0.563,1933.0,48.0,0.655,0.274,9.2637e-05,0.99991
717000858.0,Existing Customer,41,M,2,Graduate,Married,Less than $40K,Blue,29.0,3.0,2.0,2.0,2683.0,1738.0,945.0,0.745,2274.0,52.0,0.733,0.648,0.00011382,0.99989
792402483.0,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,40.0,5.0,2.0,1.0,12280.0,985.0,11295.0,0.841,4263.0,70.0,1.0,0.08,7.1987e-05,0.99993
712973733.0,Existing Customer,58,M,4,Graduate,Married,$60K - $80K,Blue,36.0,3.0,2.0,2.0,14607.0,1480.0,13127.0,0.346,1393.0,38.0,0.462,0.101,0.00011937,0.99988
813213558.0,Existing Customer,53,F,1,Doctorate,Single,Less than $40K,Blue,48.0,4.0,3.0,3.0,2267.0,1469.0,798.0,0.716,3709.0,64.0,0.684,0.648,0.00041087,0.99959
718215033.0,Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue,36.0,6.0,2.0,4.0,2556.0,2260.0,296.0,0.487,1401.0,30.0,0.579,0.884,0.00037246,0.99963
717207408.0,Existing Customer,39,F,1,Uneducated,Divorced,Unknown,Blue,34.0,4.0,1.0,2.0,12512.0,666.0,11846.0,0.914,2995.0,60.0,0.875,0.053,5.3155e-05,0.99995
711426033.0,Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Blue,39.0,3.0,2.0,2.0,11332.0,946.0,10386.0,0.857,3806.0,65.0,0.667,0.083,0.00011382,0.99989
719233833.0,Existing Customer,35,F,3,High School,Married,Less than $40K,Blue,23.0,3.0,3.0,4.0,3073.0,526.0,2547.0,0.702,1944.0,55.0,0.618,0.171,0.00052052,0.99948
821168733.0,Existing Customer,38,M,3,Graduate,Married,$60K - $80K,Blue,34.0,6.0,3.0,3.0,5323.0,2301.0,3022.0,0.68,1783.0,33.0,0.65,0.432,0.0003139,0.99969
718618458.0,Existing Customer,38,M,3,High School,Single,$60K - $80K,Blue,25.0,5.0,1.0,4.0,9859.0,1305.0,8554.0,0.722,4345.0,72.0,0.674,0.132,0.00015942,0.99984
719587158.0,Existing Customer,37,M,1,High School,Single,$40K - $60K,Blue,25.0,3.0,2.0,3.0,2608.0,1799.0,809.0,0.732,2565.0,72.0,0.636,0.69,0.00017468,0.99983
715499808.0,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,36.0,4.0,1.0,4.0,3552.0,2517.0,1035.0,0.465,1342.0,26.0,1.0,0.709,0.00014907,0.99985
713548158.0,Existing Customer,26,M,0,College,Single,$40K - $60K,Blue,36.0,5.0,2.0,3.0,2657.0,1611.0,1046.0,0.599,2349.0,41.0,0.464,0.606,0.00015971,0.99984
720264783.0,Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,44.0,4.0,2.0,3.0,5031.0,1327.0,3704.0,0.553,1433.0,34.0,0.889,0.264,0.00019143,0.99981
809990883.0,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,43.0,6.0,2.0,2.0,2423.0,1773.0,650.0,0.574,2038.0,64.0,0.362,0.732,0.00011811,0.99988
772303458.0,Existing Customer,62,F,0,Doctorate,Married,$40K - $60K,Blue,51.0,3.0,3.0,2.0,3377.0,948.0,2429.0,0.461,1407.0,44.0,0.467,0.281,0.00022336,0.99978
711990933.0,Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,29.0,4.0,3.0,2.0,2295.0,0.0,2295.0,0.699,3292.0,62.0,0.824,0.0,0.00017987,0.99982
819977058.0,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,41.0,3.0,3.0,2.0,3150.0,1543.0,1607.0,0.998,3432.0,71.0,0.972,0.49,0.00017486,0.99983
719976558.0,Existing Customer,47,M,2,Graduate,Unknown,$60K - $80K,Blue,34.0,3.0,2.0,4.0,4249.0,1562.0,2687.0,0.773,1881.0,49.0,0.815,0.368,0.00032656,0.99967
718824783.0,Existing Customer,50,M,2,Unknown,Divorced,$60K - $80K,Blue,41.0,6.0,1.0,3.0,2966.0,1433.0,1533.0,0.49,1986.0,50.0,0.613,0.483,0.00010183,0.9999
713303733.0,Existing Customer,53,M,1,Graduate,Married,$120K +,Blue,41.0,6.0,3.0,2.0,1612.0,744.0,868.0,0.636,1564.0,33.0,0.5,0.462,0.00016883,0.99983
711129483.0,Existing Customer,45,M,3,Graduate,Married,$60K - $80K,Blue,36.0,3.0,1.0,3.0,14593.0,1504.0,13089.0,0.668,3447.0,72.0,0.895,0.103,9.6126e-05,0.9999
779618433.0,Existing Customer,48,M,4,Uneducated,Single,$40K - $60K,Blue,38.0,6.0,3.0,2.0,8327.0,1551.0,6776.0,0.463,4428.0,82.0,0.822,0.186,0.00019396,0.99981
709623483.0,Existing Customer,56,M,2,High School,Married,$120K +,Blue,41.0,4.0,1.0,3.0,18442.0,1470.0,16972.0,0.491,1281.0,36.0,0.8,0.08,9.0056e-05,0.99991
709056558.0,Existing Customer,43,F,3,College,Married,$40K - $60K,Blue,31.0,5.0,3.0,2.0,2800.0,2517.0,283.0,0.816,1994.0,41.0,0.64,0.899,0.00018146,0.99982
708238833.0,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36.0,6.0,2.0,3.0,3032.0,2215.0,817.0,0.408,1387.0,30.0,0.579,0.731,0.00019311,0.99981
813261408.0,Existing Customer,52,F,1,Uneducated,Married,$40K - $60K,Blue,47.0,6.0,3.0,3.0,2151.0,1338.0,813.0,0.926,3446.0,58.0,1.0,0.622,0.00029196,0.99971
708900408.0,Existing Customer,52,F,1,Graduate,Divorced,Unknown,Blue,35.0,3.0,2.0,4.0,13169.0,1499.0,11670.0,0.603,4370.0,83.0,0.537,0.114,0.00030653,0.99969
713625483.0,Existing Customer,58,M,2,College,Married,$80K - $120K,Blue,44.0,3.0,2.0,2.0,11811.0,2508.0,9303.0,0.476,1469.0,29.0,0.812,0.212,0.00011066,0.99989
788723133.0,Existing Customer,36,M,1,High School,Single,$40K - $60K,Blue,20.0,5.0,1.0,2.0,12714.0,976.0,11738.0,0.649,2240.0,53.0,0.395,0.077,5.0256e-05,0.99995
794462133.0,Existing Customer,55,F,0,Graduate,Single,$40K - $60K,Blue,35.0,5.0,1.0,3.0,3735.0,1978.0,1757.0,0.675,1749.0,41.0,0.577,0.53,7.9494e-05,0.99992
714397983.0,Existing Customer,36,M,2,College,Married,$40K - $60K,Blue,36.0,4.0,3.0,1.0,3877.0,1495.0,2382.0,0.783,1942.0,42.0,0.75,0.386,0.00010546,0.99989
715898058.0,Existing Customer,53,M,2,Graduate,Married,$120K +,Blue,36.0,5.0,1.0,3.0,11023.0,0.0,11023.0,0.539,1656.0,41.0,0.367,0.0,9.2637e-05,0.99991
711906033.0,Existing Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,36.0,4.0,2.0,2.0,6182.0,1131.0,5051.0,0.566,3546.0,63.0,0.615,0.183,0.00011811,0.99988
711367308.0,Existing Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,19.0,3.0,3.0,4.0,2186.0,1185.0,1001.0,0.998,2614.0,67.0,0.861,0.542,0.00055052,0.99945
712040433.0,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,43.0,6.0,2.0,3.0,2306.0,2200.0,106.0,0.697,2097.0,57.0,0.541,0.954,0.00017468,0.99983
714633858.0,Existing Customer,35,F,2,College,Married,Less than $40K,Blue,18.0,3.0,3.0,2.0,5779.0,2517.0,3262.0,1.201,2102.0,32.0,1.133,0.436,0.00017488,0.99983
794818833.0,Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,30.0,6.0,1.0,2.0,5494.0,2078.0,3416.0,0.79,2661.0,58.0,0.871,0.378,5.3155e-05,0.99995
772514808.0,Existing Customer,36,F,2,Uneducated,Single,$40K - $60K,Blue,26.0,3.0,2.0,4.0,3131.0,2379.0,752.0,0.748,2315.0,63.0,0.853,0.76,0.00033577,0.99966
710808108.0,Existing Customer,34,F,3,College,Divorced,Less than $40K,Blue,27.0,3.0,3.0,2.0,4274.0,2517.0,1757.0,0.666,2257.0,54.0,0.8,0.589,0.00018146,0.99982
712005108.0,Existing Customer,61,F,0,Post-Graduate,Married,Less than $40K,Blue,48.0,3.0,3.0,3.0,3156.0,2155.0,1001.0,0.438,1376.0,44.0,0.571,0.683,0.00030545,0.99969
715028283.0,Existing Customer,54,M,1,Graduate,Married,$80K - $120K,Blue,46.0,3.0,3.0,2.0,15554.0,2497.0,13057.0,1.027,2836.0,61.0,0.605,0.161,0.00016883,0.99983
797166633.0,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41.0,6.0,2.0,4.0,10606.0,1713.0,8893.0,0.899,2694.0,61.0,0.906,0.162,0.00035894,0.99964
712847208.0,Existing Customer,47,F,3,Graduate,Unknown,$40K - $60K,Blue,36.0,5.0,2.0,3.0,5369.0,1854.0,3515.0,0.959,1898.0,50.0,0.786,0.345,0.00019864,0.9998
715680933.0,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,36.0,4.0,2.0,4.0,17742.0,1463.0,16279.0,0.803,3369.0,55.0,0.774,0.082,0.00030653,0.99969
772643058.0,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,48.0,6.0,2.0,3.0,2800.0,1834.0,966.0,0.615,1571.0,36.0,0.636,0.655,0.00019864,0.9998
718199133.0,Existing Customer,57,M,1,High School,Married,$80K - $120K,Blue,36.0,3.0,2.0,2.0,6543.0,2260.0,4283.0,0.448,1519.0,31.0,0.632,0.345,0.00010386,0.9999
709516458.0,Existing Customer,30,M,0,Graduate,Divorced,$60K - $80K,Blue,22.0,3.0,3.0,3.0,6476.0,0.0,6476.0,0.551,2723.0,66.0,0.65,0.0,0.0002596,0.99974
716819958.0,Existing Customer,60,M,2,Graduate,Married,$60K - $80K,Blue,50.0,3.0,1.0,2.0,9033.0,845.0,8188.0,0.663,1661.0,35.0,0.4,0.094,5.5077e-05,0.99994
779449308.0,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,28.0,6.0,3.0,4.0,3206.0,0.0,3206.0,1.065,3253.0,72.0,0.532,0.0,0.00052608,0.99947
790004883.0,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,47.0,3.0,3.0,3.0,2938.0,1995.0,943.0,0.514,1352.0,30.0,0.429,0.679,0.00027604,0.99972
770262183.0,Existing Customer,31,M,0,Uneducated,Single,Less than $40K,Blue,25.0,5.0,2.0,2.0,5715.0,1741.0,3974.0,0.816,2324.0,67.0,1.03,0.305,0.00010043,0.9999
715277583.0,Existing Customer,55,F,3,Uneducated,Divorced,Less than $40K,Blue,36.0,3.0,2.0,1.0,2111.0,1209.0,902.0,0.594,2803.0,61.0,0.605,0.573,7.3235e-05,0.99993
713997183.0,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,36.0,3.0,3.0,2.0,2791.0,2160.0,631.0,0.825,2214.0,56.0,0.6,0.774,0.00019771,0.9998
715107033.0,Existing Customer,33,F,1,Graduate,Single,Less than $40K,Blue,36.0,3.0,2.0,4.0,6551.0,1440.0,5111.0,0.629,2429.0,77.0,0.453,0.22,0.00030653,0.99969
718983333.0,Existing Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,43.0,6.0,1.0,3.0,6704.0,1354.0,5350.0,0.411,1331.0,30.0,0.364,0.202,9.5249e-05,0.9999
710496708.0,Existing Customer,41,M,2,College,Single,$120K +,Blue,32.0,6.0,3.0,2.0,5489.0,1513.0,3976.0,0.87,4085.0,65.0,0.548,0.276,0.00017488,0.99983
714935883.0,Existing Customer,45,M,3,Uneducated,Married,$40K - $60K,Blue,36.0,3.0,1.0,1.0,10619.0,607.0,10012.0,0.883,4074.0,65.0,0.477,0.057,3.5437e-05,0.99996
718972758.0,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,40.0,5.0,3.0,3.0,2481.0,1287.0,1194.0,0.465,1825.0,51.0,0.821,0.519,0.00030251,0.9997
711827958.0,Existing Customer,57,M,2,Uneducated,Married,$60K - $80K,Blue,47.0,4.0,4.0,1.0,5100.0,1970.0,3130.0,0.371,1032.0,26.0,0.368,0.386,0.00013479,0.99987
778724058.0,Existing Customer,63,M,0,Doctorate,Single,$40K - $60K,Blue,49.0,5.0,4.0,3.0,5905.0,726.0,5179.0,0.85,3982.0,65.0,0.857,0.123,0.00045394,0.99955
809620833.0,Existing Customer,35,F,3,Unknown,Single,Unknown,Blue,30.0,3.0,3.0,2.0,9293.0,0.0,9293.0,0.897,2314.0,59.0,1.034,0.0,0.00020516,0.99979
718920708.0,Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,25.0,5.0,3.0,3.0,5240.0,1451.0,3789.0,1.198,2172.0,38.0,0.81,0.277,0.0003139,0.99969
715970133.0,Existing Customer,33,F,4,College,Divorced,Less than $40K,Blue,24.0,6.0,2.0,2.0,9857.0,0.0,9857.0,0.699,3448.0,103.0,0.635,0.0,0.00011605,0.99988
717338733.0,Existing Customer,31,M,0,High School,Divorced,Less than $40K,Blue,22.0,3.0,2.0,3.0,6012.0,0.0,6012.0,0.968,2801.0,72.0,0.674,0.0,0.0001597,0.99984
788783133.0,Existing Customer,58,F,0,Post-Graduate,Married,Less than $40K,Blue,39.0,5.0,3.0,3.0,6679.0,1207.0,5472.0,0.538,1649.0,29.0,0.381,0.181,0.00030545,0.99969
720113433.0,Existing Customer,61,M,0,Unknown,Single,$60K - $80K,Blue,48.0,3.0,2.0,4.0,20803.0,1446.0,19357.0,0.736,2073.0,43.0,0.654,0.07,0.00030803,0.99969
717233058.0,Existing Customer,34,M,4,Unknown,Married,$40K - $60K,Blue,26.0,3.0,2.0,4.0,5540.0,1240.0,4300.0,0.843,1524.0,31.0,0.824,0.224,0.00037644,0.99962
710233683.0,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36.0,4.0,3.0,4.0,2801.0,2403.0,398.0,0.884,1526.0,44.0,1.0,0.858,0.00053543,0.99946
716400633.0,Existing Customer,33,M,3,High School,Single,$40K - $60K,Blue,24.0,6.0,3.0,3.0,5156.0,1427.0,3729.0,0.48,2057.0,54.0,0.421,0.277,0.00030516,0.99969
787488108.0,Existing Customer,48,F,1,High School,Married,Unknown,Blue,36.0,6.0,4.0,4.0,14228.0,1953.0,12275.0,0.651,1970.0,51.0,0.645,0.137,0.00056901,0.99943
771649083.0,Existing Customer,63,M,0,High School,Married,$80K - $120K,Blue,51.0,3.0,3.0,4.0,10257.0,1021.0,9236.0,0.467,1508.0,30.0,0.429,0.1,0.00043049,0.99957
713763633.0,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,46.0,5.0,3.0,2.0,3014.0,794.0,2220.0,0.5,1488.0,30.0,0.579,0.263,0.00017987,0.99982
