CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
713956308,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,49,4,2,2,3297.0,2297,1000.0,0.744,1894,56,0.556,0.697,9.7673e-05,0.9999
711595833,Existing Customer,46,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,9981.0,807,9174.0,0.655,1456,30,0.667,0.081,0.00011483,0.99989
715225458,Existing Customer,56,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,4,5991.0,1993,3998.0,0.673,1867,53,0.767,0.333,0.000498,0.9995
716487408,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,30,3,1,3,3235.0,2517,718.0,1.091,1637,43,0.87,0.778,9.6126e-05,0.9999
719338383,Existing Customer,34,M,2,High School,Married,$120K +,Blue,21,3,3,3,6259.0,1063,5196.0,0.668,1836,50,0.515,0.17,0.00029408,0.99971
787489083,Existing Customer,55,M,4,Post-Graduate,Married,$80K - $120K,Blue,43,6,2,4,21351.0,2517,18834.0,0.818,1887,32,0.882,0.118,0.00040297,0.9996
720747633,Existing Customer,32,M,1,Unknown,Married,$40K - $60K,Blue,36,3,2,4,8998.0,1471,7527.0,0.844,1931,48,0.371,0.163,0.00033692,0.99966
779480658,Existing Customer,58,F,4,Graduate,Married,Unknown,Blue,42,3,3,4,10247.0,1600,8647.0,0.63,1754,44,0.692,0.156,0.00054115,0.99946
711498258,Existing Customer,54,M,3,High School,Married,$120K +,Blue,42,6,3,2,20311.0,1655,18656.0,0.431,1266,34,0.308,0.081,0.00018145,0.99982
716773533,Existing Customer,33,M,3,Graduate,Married,$60K - $80K,Blue,36,5,1,3,1726.0,1215,511.0,1.175,1712,48,0.548,0.704,9.6126e-05,0.9999
717268458,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,49,4,3,4,3352.0,1713,1639.0,0.657,1952,50,0.667,0.511,0.00044282,0.99956
827888433,Existing Customer,43,M,4,Uneducated,Single,$40K - $60K,Blue,39,5,2,2,6648.0,2242,4406.0,0.79,2089,60,0.579,0.337,0.00012274,0.99988
716522583,Existing Customer,48,F,3,College,Divorced,Less than $40K,Blue,36,4,3,3,2335.0,1845,490.0,0.537,1362,33,0.269,0.79,0.00030519,0.99969
789415983,Existing Customer,36,M,3,Graduate,Married,$60K - $80K,Blue,27,4,3,2,12397.0,1001,11396.0,0.756,1888,42,0.448,0.081,0.00018665,0.99981
772353408,Existing Customer,43,F,5,Unknown,Single,$40K - $60K,Blue,33,4,3,4,5330.0,1161,4169.0,0.558,1441,43,0.387,0.218,0.00058553,0.99941
716615583,Existing Customer,61,F,1,High School,Married,Less than $40K,Blue,51,3,3,3,1795.0,794,1001.0,0.953,1834,59,1.107,0.442,0.00027604,0.99972
781131483,Existing Customer,55,M,2,High School,Married,$80K - $120K,Blue,47,3,1,4,5741.0,1894,3847.0,1.111,2170,51,0.962,0.33,0.00015363,0.99985
719101908,Existing Customer,51,F,1,Graduate,Married,Unknown,Blue,39,4,3,3,2002.0,1248,754.0,0.502,1585,40,0.905,0.623,0.00028395,0.99972
718136283,Existing Customer,52,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,1,4,22103.0,1515,20588.0,0.506,1541,29,0.318,0.069,0.00016249,0.99984
818926833,Existing Customer,34,F,3,College,Married,$40K - $60K,Blue,29,4,1,2,2000.0,0,2000.0,0.782,1944,42,0.75,0.0,5.5564e-05,0.99994
717167283,Existing Customer,49,F,5,Unknown,Divorced,Less than $40K,Blue,36,4,1,4,9165.0,0,9165.0,0.597,1846,56,0.647,0.0,0.00017934,0.99982
713371233,Existing Customer,43,F,1,Graduate,Married,Less than $40K,Silver,31,5,1,2,11583.0,631,10952.0,0.714,3320,55,0.774,0.054,4.6711e-05,0.99995
778426608,Existing Customer,52,M,4,Graduate,Married,$80K - $120K,Blue,32,4,3,3,1438.3,702,736.3,0.805,1805,53,0.606,0.488,0.00031726,0.99968
710944608,Existing Customer,39,M,3,Graduate,Unknown,$80K - $120K,Blue,31,6,2,4,8434.0,2222,6212.0,0.691,1414,27,0.929,0.263,0.00033886,0.99966
718444233,Existing Customer,45,M,3,Graduate,Married,$60K - $80K,Blue,25,3,3,2,9791.0,1311,8480.0,0.704,1649,59,0.513,0.134,0.00018665,0.99981
771099183,Existing Customer,37,F,2,Graduate,Single,Less than $40K,Blue,24,5,2,3,8444.0,1945,6499.0,0.703,2497,74,0.609,0.23,0.00019143,0.99981
770241333,Existing Customer,49,F,4,Graduate,Divorced,Less than $40K,Blue,43,3,1,4,2228.0,1003,1225.0,1.119,2104,44,0.467,0.45,0.00016574,0.99983
772155108,Existing Customer,62,F,0,High School,Married,Less than $40K,Blue,51,6,3,4,1438.3,0,1438.3,0.702,1445,38,0.31,0.0,0.00043049,0.99957
798796233,Existing Customer,37,F,3,High School,Married,$40K - $60K,Blue,31,5,3,3,1586.0,1038,548.0,0.973,1724,24,0.714,0.654,0.00030516,0.99969
815472108,Existing Customer,42,M,3,High School,Single,$40K - $60K,Blue,37,3,3,3,2247.0,1045,1202.0,0.952,1300,31,0.55,0.465,0.00030516,0.99969
769145733,Existing Customer,36,M,3,Graduate,Single,$60K - $80K,Blue,30,3,4,3,2789.0,1584,1205.0,0.996,2688,60,0.714,0.568,0.00037935,0.99962
783364233,Existing Customer,59,M,0,Graduate,Married,$40K - $60K,Blue,53,3,2,3,4241.0,0,4241.0,0.607,1798,45,0.731,0.0,0.00016428,0.99984
772236108,Existing Customer,40,F,1,Graduate,Married,Unknown,Blue,29,5,1,3,8398.0,1892,6506.0,0.861,1489,29,0.526,0.225,8.6952e-05,0.99991
715640358,Existing Customer,43,M,3,High School,Single,$40K - $60K,Blue,36,6,3,3,4112.0,768,3344.0,0.413,1334,40,0.429,0.187,0.00030516,0.99969
713529858,Existing Customer,29,M,2,Graduate,Divorced,$40K - $60K,Silver,22,6,2,3,15578.0,1383,14195.0,0.794,2492,71,0.614,0.089,0.00017297,0.99983
715684308,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,36,6,2,2,4008.0,1636,2372.0,0.637,1395,43,0.955,0.408,0.00011937,0.99988
709451508,Existing Customer,63,F,1,High School,Married,Unknown,Blue,50,6,1,3,12766.0,0,12766.0,0.668,1191,28,0.647,0.0,8.453e-05,0.99992
709204158,Existing Customer,36,F,2,Post-Graduate,Single,Less than $40K,Blue,24,5,2,4,3438.0,1129,2309.0,0.605,2331,56,0.436,0.328,0.00038424,0.99962
713182458,Existing Customer,53,M,4,High School,Married,$80K - $120K,Blue,43,3,1,2,16692.0,2446,14246.0,0.853,1288,29,0.45,0.147,5.6153e-05,0.99994
716355783,Existing Customer,36,M,3,Unknown,Married,$60K - $80K,Blue,30,5,2,3,13080.0,0,13080.0,0.685,1999,44,0.571,0.0,0.00021834,0.99978
716793108,Existing Customer,26,M,0,College,Single,Less than $40K,Blue,36,4,1,2,1934.0,1070,864.0,0.448,2334,61,0.452,0.553,4.595e-05,0.99995
716162583,Existing Customer,45,F,0,Unknown,Single,Less than $40K,Blue,36,6,2,3,3230.0,2517,713.0,0.615,1931,57,0.425,0.779,0.00018057,0.99982
714051033,Existing Customer,55,F,0,Graduate,Married,Less than $40K,Blue,36,6,2,4,3615.0,1699,1916.0,0.576,1967,40,0.538,0.47,0.00028024,0.99972
719139558,Existing Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,36,4,3,4,2665.0,1567,1098.0,0.586,2514,64,0.455,0.588,0.00045531,0.99954
770662383,Existing Customer,38,M,2,Graduate,Single,$40K - $60K,Blue,24,6,3,2,14632.0,1158,13474.0,0.501,1399,36,0.5,0.079,0.00017987,0.99982
714787383,Existing Customer,32,F,0,College,Married,Unknown,Blue,36,5,3,3,6715.0,1314,5401.0,0.987,1731,41,0.519,0.196,0.00025239,0.99975
714700158,Existing Customer,53,M,2,Unknown,Married,$60K - $80K,Blue,46,3,2,3,6658.0,1761,4897.0,0.489,1309,40,0.6,0.264,0.00021042,0.99979
710581758,Existing Customer,52,F,2,Graduate,Single,$40K - $60K,Blue,44,6,2,3,3360.0,1219,2141.0,0.412,1309,30,1.0,0.363,0.00019143,0.99981
709855608,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,36,3,3,4,1438.3,981,457.3,0.663,1114,33,0.65,0.682,0.00052608,0.99947
758408883,Existing Customer,37,F,1,Graduate,Unknown,$40K - $60K,Blue,30,5,3,4,13355.0,1631,11724.0,1.113,1921,37,0.85,0.122,0.00048435,0.99952
717940008,Existing Customer,57,F,2,Unknown,Divorced,$40K - $60K,Blue,36,5,2,2,3251.0,1887,1364.0,1.007,3228,67,0.763,0.58,0.00012511,0.99987
720917808,Existing Customer,35,M,2,High School,Single,$40K - $60K,Blue,36,5,3,4,2100.0,950,1150.0,0.764,2623,74,1.114,0.452,0.00050163,0.9995
812801958,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,50,5,3,4,3566.0,1401,2165.0,0.903,2425,54,0.8,0.393,0.00053237,0.99947
714997683,Existing Customer,56,F,4,Graduate,Married,Unknown,Blue,49,5,1,3,14915.0,1111,13804.0,0.846,1388,35,0.667,0.074,9.7154e-05,0.9999
709379283,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,27,3,1,4,13003.0,0,13003.0,0.877,1697,40,1.105,0.0,0.00015804,0.99984
785328408,Existing Customer,37,F,4,Graduate,Married,Less than $40K,Blue,31,5,2,3,1758.0,1180,578.0,0.744,2013,41,0.367,0.671,0.00020077,0.9998
719873808,Existing Customer,34,M,1,College,Married,$60K - $80K,Blue,23,3,2,2,5510.0,1604,3906.0,0.551,1995,53,0.262,0.291,0.00010387,0.9999
720254883,Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,46,6,1,3,5877.0,1697,4180.0,1.058,2494,58,0.706,0.289,7.7279e-05,0.99992
811980858,Existing Customer,36,M,0,Graduate,Married,$60K - $80K,Blue,31,5,1,2,7667.0,0,7667.0,0.632,1501,35,0.667,0.0,4.7263e-05,0.99995
711330408,Existing Customer,35,F,2,College,Married,$40K - $60K,Blue,24,4,1,3,2939.0,1865,1074.0,0.932,2077,47,0.679,0.635,9.0064e-05,0.99991
710616183,Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,33,5,3,4,19995.0,0,19995.0,0.65,1879,34,0.7,0.0,0.00055052,0.99945
714580158,Existing Customer,26,M,0,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,2773.0,2080,693.0,0.695,3567,73,0.622,0.75,0.00015958,0.99984
710798883,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,44,4,2,4,3323.0,2310,1013.0,0.749,1599,47,0.808,0.695,0.00033886,0.99966
720511608,Existing Customer,38,F,0,Graduate,Married,Unknown,Blue,28,5,3,3,16049.0,799,15250.0,0.777,1989,33,0.571,0.05,0.0002596,0.99974
708913233,Existing Customer,37,M,1,High School,Married,$40K - $60K,Blue,28,3,4,2,3601.0,1236,2365.0,0.726,1802,34,0.478,0.343,0.00019835,0.9998
719905908,Existing Customer,59,M,1,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,3742.0,1175,2567.0,0.514,1505,31,0.824,0.314,0.00029196,0.99971
719514783,Existing Customer,39,F,3,Post-Graduate,Unknown,Unknown,Blue,26,6,1,4,3209.0,2517,692.0,0.431,1292,37,0.762,0.784,0.00019296,0.99981
787643658,Existing Customer,59,M,0,Graduate,Married,$60K - $80K,Blue,53,6,1,4,12554.0,2169,10385.0,0.529,1422,30,0.579,0.173,0.00013562,0.99986
779138883,Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Blue,34,6,3,4,4702.0,0,4702.0,0.578,1673,44,0.257,0.0,0.00048435,0.99952
717961458,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,37,5,1,4,2934.0,2381,553.0,0.762,3396,64,0.778,0.812,0.00016249,0.99984
717128283,Existing Customer,40,F,3,High School,Unknown,Less than $40K,Blue,36,5,2,2,5525.0,2409,3116.0,0.929,2305,33,0.941,0.436,0.00011482,0.99989
718068933,Existing Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,4,5750.0,1521,4229.0,0.837,2155,61,0.605,0.265,0.00034841,0.99965
716565258,Existing Customer,37,M,3,Doctorate,Single,$80K - $120K,Blue,36,5,2,4,12830.0,0,12830.0,0.774,2526,54,0.588,0.0,0.0004903,0.99951
712505658,Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,41,3,1,3,5530.0,1999,3531.0,1.018,1766,45,0.667,0.361,0.00010679,0.99989
792565908,Existing Customer,36,F,2,Uneducated,Single,Less than $40K,Blue,30,6,2,3,2684.0,1474,1210.0,1.042,2346,51,1.04,0.549,0.00019683,0.9998
709267308,Existing Customer,62,M,1,Graduate,Married,$80K - $120K,Blue,49,3,1,2,2437.0,1400,1037.0,0.779,1651,32,1.0,0.574,5.1697e-05,0.99995
710035008,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,24,3,2,4,3827.0,1397,2430.0,0.88,2491,64,1.0,0.365,0.00028814,0.99971
716866308,Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,33,6,3,4,5940.0,1101,4839.0,0.942,1872,34,1.125,0.185,0.00050163,0.9995
718346658,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,3,2,4,1963.0,1357,606.0,0.689,1861,51,0.7,0.691,0.00032656,0.99967
709735008,Existing Customer,35,M,2,High School,Married,$80K - $120K,Blue,22,3,1,4,3023.0,1435,1588.0,0.62,1920,34,0.619,0.475,0.00015363,0.99985
814593858,Existing Customer,58,M,3,High School,Single,$120K +,Blue,53,4,1,2,6103.0,1798,4305.0,0.705,1468,34,0.619,0.295,5.5559e-05,0.99994
718416858,Existing Customer,42,M,5,Graduate,Married,$60K - $80K,Blue,34,3,3,3,10607.0,2517,8090.0,1.197,1903,40,0.538,0.237,0.00031231,0.99969
710307933,Existing Customer,32,F,0,College,Single,Less than $40K,Blue,24,3,3,4,2917.0,2517,400.0,0.833,2471,60,0.875,0.863,0.00043053,0.99957
709493283,Existing Customer,42,M,2,Unknown,Single,$120K +,Blue,32,5,2,4,4111.0,1233,2878.0,0.478,1289,36,0.5,0.3,0.00035894,0.99964
712489158,Existing Customer,36,F,0,Uneducated,Single,Unknown,Blue,18,5,3,2,3667.0,948,2719.0,0.641,2781,59,0.844,0.259,0.00015871,0.99984
719013108,Existing Customer,42,M,3,Graduate,Divorced,$40K - $60K,Blue,33,4,2,4,3178.0,1800,1378.0,0.89,4605,86,0.623,0.566,0.00033886,0.99966
709986633,Existing Customer,29,M,1,High School,Married,$40K - $60K,Blue,36,3,1,3,1438.3,0,1438.3,0.742,2144,41,0.577,0.0,8.453e-05,0.99992
721062408,Existing Customer,54,M,2,Uneducated,Divorced,$40K - $60K,Blue,34,4,3,4,6387.0,1597,4790.0,0.689,1294,26,0.529,0.25,0.00053055,0.99947
771349458,Existing Customer,33,M,2,Graduate,Married,$40K - $60K,Blue,20,4,3,3,5657.0,1792,3865.0,0.904,1914,46,0.769,0.317,0.00030251,0.9997
771441558,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,37,5,3,3,2608.0,1589,1019.0,0.982,2073,47,0.516,0.609,0.00035594,0.99964
778885158,Existing Customer,57,M,3,Uneducated,Married,$80K - $120K,Blue,38,5,3,3,2472.0,2457,15.0,0.693,1392,33,0.737,0.994,0.00032275,0.99968
715543908,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,3,2147.0,1173,974.0,0.653,1352,37,0.37,0.546,0.00032275,0.99968
717591483,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,44,4,1,3,3416.0,2044,1372.0,0.994,1924,48,0.92,0.598,9.6126e-05,0.9999
755959683,Existing Customer,50,F,5,Unknown,Unknown,Unknown,Blue,43,5,1,2,3410.0,2281,1129.0,0.518,1296,31,0.348,0.669,6.2502e-05,0.99994
715367058,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,37,5,2,3,19044.0,0,19044.0,0.721,1780,44,0.76,0.0,0.00019313,0.99981
714573258,Existing Customer,36,M,2,Post-Graduate,Single,$60K - $80K,Blue,30,4,2,4,1606.0,798,808.0,0.59,2229,45,1.045,0.497,0.00038424,0.99962
717670758,Existing Customer,30,F,1,Graduate,Single,Less than $40K,Blue,20,5,2,3,5030.0,1327,3703.0,0.803,2523,71,0.775,0.264,0.00017969,0.99982
708931908,Existing Customer,48,M,3,High School,Single,$40K - $60K,Blue,36,3,2,3,7400.0,636,6764.0,0.972,1568,51,0.5,0.086,0.00019311,0.99981
718894233,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2,4,2956.0,1391,1565.0,0.698,2116,63,0.575,0.471,0.00032656,0.99967
717831783,Existing Customer,58,F,2,Uneducated,Married,Less than $40K,Blue,45,3,3,4,1942.0,1536,406.0,0.615,1371,38,0.407,0.791,0.00053055,0.99947
711258108,Existing Customer,54,M,1,College,Married,$120K +,Blue,44,4,3,2,2821.0,2415,406.0,0.441,1419,36,0.8,0.856,0.00016415,0.99984
710149008,Existing Customer,59,M,0,High School,Married,Less than $40K,Blue,47,6,3,4,1479.0,787,692.0,0.865,2139,70,0.556,0.532,0.00043049,0.99957
716757033,Existing Customer,37,M,4,Post-Graduate,Married,$40K - $60K,Blue,27,5,1,4,6859.0,1766,5093.0,1.186,3045,56,0.697,0.257,0.00019502,0.9998
712688433,Existing Customer,36,M,3,High School,Divorced,$120K +,Blue,36,3,2,3,3404.0,1568,1836.0,1.055,2406,65,0.857,0.461,0.00019311,0.99981
709157133,Existing Customer,39,M,1,Unknown,Divorced,$80K - $120K,Blue,34,6,1,3,3766.0,1049,2717.0,0.666,1514,51,0.645,0.279,9.5577e-05,0.9999
766429908,Existing Customer,49,M,2,High School,Unknown,$60K - $80K,Blue,42,6,1,2,3017.0,786,2231.0,1.081,1640,37,0.762,0.261,5.3542e-05,0.99995
720376008,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,4,6174.0,1421,4753.0,0.669,2043,52,0.793,0.23,0.00032656,0.99967
793222008,Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue,26,5,2,3,5397.0,1784,3613.0,0.904,2056,49,0.633,0.331,0.0001597,0.99984
708878508,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,37,4,1,3,2104.0,1267,837.0,0.677,1732,35,1.059,0.602,9.3448e-05,0.99991
710043408,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,37,4,1,4,15610.0,2048,13562.0,0.657,1916,58,0.526,0.131,0.00016399,0.99984
710749458,Existing Customer,64,F,0,Doctorate,Married,Less than $40K,Blue,53,4,1,3,5462.0,1864,3598.0,0.67,1523,35,0.667,0.341,0.00011504,0.99988
778275783,Existing Customer,37,F,2,Unknown,Unknown,Less than $40K,Blue,27,5,1,2,2868.0,1434,1434.0,0.777,2909,64,0.488,0.5,6.054e-05,0.99994
799498158,Existing Customer,31,M,1,Post-Graduate,Married,$60K - $80K,Blue,22,5,1,3,2685.0,1580,1105.0,0.727,1642,36,0.636,0.588,0.00010231,0.9999
716075208,Existing Customer,32,F,3,High School,Married,Less than $40K,Blue,22,4,2,4,4561.0,2029,2532.0,0.768,1874,38,0.52,0.445,0.00032942,0.99967
780276258,Existing Customer,53,M,2,High School,Married,$120K +,Blue,39,3,2,3,13091.0,985,12106.0,0.322,1452,37,0.276,0.075,0.0001861,0.99981
789282333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,51,3,3,3,10826.0,1274,9552.0,0.602,1355,34,0.619,0.118,0.0002596,0.99974
709429533,Existing Customer,49,F,5,Graduate,Divorced,Unknown,Blue,35,6,3,4,2561.0,0,2561.0,1.021,2047,41,0.864,0.0,0.00053272,0.99947
715247508,Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,36,3,2,2,7087.0,1060,6027.0,0.709,1712,37,0.609,0.15,0.00010684,0.99989
751450008,Existing Customer,41,M,1,Post-Graduate,Single,$40K - $60K,Blue,32,3,2,4,10266.0,1390,8876.0,0.593,1720,42,0.556,0.135,0.00036066,0.99964
719227233,Existing Customer,27,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,3,1553.0,723,830.0,0.666,1954,43,0.344,0.466,0.00031211,0.99969
711050058,Existing Customer,33,F,2,Uneducated,Married,$40K - $60K,Blue,23,4,2,4,6732.0,0,6732.0,0.856,1644,45,0.731,0.0,0.00033577,0.99966
779040408,Existing Customer,56,M,2,High School,Married,$120K +,Blue,37,3,1,2,12181.0,1702,10479.0,0.834,1478,33,0.5,0.14,5.3542e-05,0.99995
714024858,Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,27,3,1,2,7056.0,0,7056.0,0.815,1739,35,0.842,0.0,5.5559e-05,0.99994
789849108,Existing Customer,35,M,1,Graduate,Single,$60K - $80K,Blue,25,6,1,2,14365.0,0,14365.0,0.61,2290,62,0.632,0.0,5.1697e-05,0.99995
710391258,Existing Customer,27,M,0,Graduate,Married,$40K - $60K,Blue,36,3,2,4,11473.0,829,10644.0,0.707,2147,41,0.519,0.072,0.00028024,0.99972
779696883,Existing Customer,48,M,2,Graduate,Divorced,$60K - $80K,Blue,33,4,2,4,2998.0,1789,1209.0,0.807,1825,31,0.348,0.597,0.00032656,0.99967
737971833,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,31,6,3,3,2405.0,1553,852.0,1.156,2503,40,0.667,0.646,0.00028395,0.99972
772468983,Existing Customer,36,M,1,Post-Graduate,Married,$80K - $120K,Blue,26,3,4,2,21927.0,1291,20636.0,0.864,1946,37,0.542,0.059,0.00024008,0.99976
710990283,Existing Customer,56,M,1,High School,Married,$80K - $120K,Blue,36,4,1,2,3906.0,1851,2055.0,0.73,1839,33,0.833,0.474,5.0256e-05,0.99995
808750458,Existing Customer,32,M,1,Doctorate,Single,$60K - $80K,Blue,27,5,3,3,10029.0,606,9423.0,0.727,2192,58,0.657,0.06,0.00041087,0.99959
719206308,Existing Customer,32,M,1,High School,Married,$60K - $80K,Blue,24,4,2,2,4116.0,1223,2893.0,0.73,1657,38,0.52,0.297,0.00010386,0.9999
717141858,Existing Customer,56,F,2,High School,Single,$40K - $60K,Blue,36,4,1,2,13904.0,625,13279.0,0.673,3151,67,0.595,0.045,5.3542e-05,0.99995
720314583,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,44,4,1,2,12902.0,1860,11042.0,0.492,1273,33,0.375,0.144,6.054e-05,0.99994
708347583,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1,4,2509.0,1144,1365.0,0.692,1804,38,0.583,0.456,0.00017042,0.99983
711006783,Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue,22,3,3,3,2484.0,2149,335.0,0.669,1200,28,0.647,0.865,0.00028395,0.99972
718274283,Existing Customer,35,M,3,College,Single,$60K - $80K,Blue,36,5,1,3,2780.0,0,2780.0,0.565,2469,67,0.811,0.0,9.3457e-05,0.99991
779611008,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,18,4,3,4,4532.0,0,4532.0,0.734,1885,55,0.528,0.0,0.00044282,0.99956
811467708,Existing Customer,33,M,2,Graduate,Married,$80K - $120K,Blue,28,4,2,2,22399.0,1431,20968.0,1.019,2390,62,0.722,0.064,0.00011382,0.99989
718651083,Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,25,4,1,4,10329.0,514,9815.0,0.708,2461,68,0.838,0.05,0.00015804,0.99984
708577308,Existing Customer,43,F,1,Unknown,Divorced,Less than $40K,Blue,36,4,2,3,2637.0,1272,1365.0,0.728,1569,39,1.053,0.482,0.00019751,0.9998
813990483,Existing Customer,27,F,0,High School,Married,Less than $40K,Blue,22,4,1,2,1864.0,1384,480.0,0.904,1662,32,0.391,0.742,4.5946e-05,0.99995
816319008,Existing Customer,52,F,2,Graduate,Single,Unknown,Blue,47,6,3,3,13276.0,1917,11359.0,1.075,1901,33,0.833,0.144,0.00030251,0.9997
789627258,Existing Customer,31,M,1,Graduate,Single,$40K - $60K,Blue,25,5,3,3,1935.0,1033,902.0,0.623,2498,60,1.0,0.534,0.00028395,0.99972
713346558,Existing Customer,45,M,4,Graduate,Divorced,$60K - $80K,Blue,37,5,2,4,6784.0,891,5893.0,1.047,1900,28,0.556,0.131,0.00034248,0.99966
708744933,Existing Customer,35,M,2,High School,Married,$60K - $80K,Blue,36,4,2,4,19127.0,1880,17247.0,0.788,1859,33,0.571,0.098,0.00031746,0.99968
713511108,Existing Customer,61,M,1,Uneducated,Married,$40K - $60K,Blue,47,5,3,4,1438.3,847,591.3,0.436,1397,43,0.483,0.589,0.000498,0.9995
710208633,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,31,5,2,2,2417.0,1929,488.0,0.886,1773,42,0.556,0.798,0.00010684,0.99989
824165658,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,34,4,1,3,19259.0,2266,16993.0,0.92,1388,27,0.929,0.118,0.00010183,0.9999
826513233,Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue,50,6,2,2,3796.0,2396,1400.0,0.569,2069,54,0.742,0.631,0.00012982,0.99987
788789658,Existing Customer,40,M,5,Unknown,Unknown,$80K - $120K,Blue,22,6,1,4,4042.0,1744,2298.0,0.582,1471,37,0.542,0.431,0.00017934,0.99982
717837858,Existing Customer,47,M,5,College,Married,$120K +,Blue,34,3,1,2,17603.0,1063,16540.0,1.065,2902,64,0.641,0.06,5.5282e-05,0.99994
709382958,Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,46,6,1,4,2894.0,2077,817.0,0.574,1017,25,0.562,0.718,0.00015804,0.99984
716253858,Existing Customer,37,M,5,Post-Graduate,Married,$80K - $120K,Blue,26,2,1,2,16730.0,1956,14774.0,0.675,1740,43,0.536,0.117,6.6908e-05,0.99993
713725683,Existing Customer,36,F,0,College,Single,Less than $40K,Blue,27,6,3,2,3282.0,1843,1439.0,0.625,2614,79,0.646,0.562,0.00015007,0.99985
816033783,Existing Customer,26,M,0,High School,Single,$60K - $80K,Blue,21,6,2,3,1672.0,957,715.0,0.576,2099,34,0.417,0.572,0.0001597,0.99984
715065483,Existing Customer,45,F,3,Graduate,Divorced,Less than $40K,Blue,36,4,3,3,8121.0,1595,6526.0,0.743,1914,45,0.5,0.196,0.0003139,0.99969
718751133,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,26,4,1,4,3182.0,2435,747.0,0.868,1670,30,0.765,0.765,0.00017371,0.99983
713983308,Existing Customer,60,M,0,Post-Graduate,Married,$60K - $80K,Blue,49,5,1,4,3182.0,1928,1254.0,0.509,1233,35,0.4,0.606,0.00015958,0.99984
779367858,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,28,5,3,3,6224.0,1898,4326.0,1.103,3014,58,0.706,0.305,0.00030842,0.99969
716374308,Existing Customer,39,M,3,Graduate,Married,$60K - $80K,Blue,33,4,3,2,3477.0,1875,1602.0,0.907,1897,50,1.083,0.539,0.00018665,0.99981
